,text
8261, hank you sir for reaching within few minutes to me railway family provided extrem fast services and my luggage reached in my hand in safe condition
8262, why we are paying special fares without proper facilities kindly doo the needful
8263, sir i am travelling from patna to chayapuri on patna nadiad special 09462 pnr 6710818915 there are no coach attendant person are available in this train and no blankets and bed sheet roll are available this is the condition of special train
8264, declare typing status all rrb q itna slow hai 
8265, train 15104 stopped at sardarnagar sanr without stoppage for 20 mins need to catch flight from gorakhpur please help 
8266, worst quality of blankets 
8267, 1 hour and still irctc condition is same now not even getting tatkal seat for 11 pm qouta new ways to torture the public shame 
8268, illegal extortin to pvt cars entering to drop passengers at muzaffarpur station are still continued by parking vendors had reported same to sm in complain book 3 months back also but nothing happened pnr 6409930448 mob 9891692313
8269, please change time table of train 14732 to 9 am instead of 7 20
8270, matter informed to rpf post shc for n a 
8271, wash room condition is very poor please clean urgently coach condition also not so good my pnr no is 2725190129
8272, fyi whatever railways spends money that is public money and not their railways own pocket money may be you are okay with indian trains toilets there s no cleanliness in toilet even in 2nd class ac compartment no water at all just imagine about rest of the coaches 
8273,now everyone will not keep a credit card to book railway tickets 
8274, just representation doesn t work keep tracking and put pressure on the minister and get the job done 
8275, train 15232 gondia barauni today 6th day status running more than 12 hrs late at varanasi ballia no response amp resolution from the railway senior management 
8276, need suggestion to spend one or two hour at new delhi railway station any irctc lounge for second ac passenger
8277, srimaan guptaji non stoppages of trains 22411 12 amp 20505 06 at vne station is quite painful by the way operation of a superfast train from dbgh to ju jp skr cur rtgh bkn routes via bogibeel may provide intensely relief please dhyaan den 
8278, is railway earning ad revenue from these stickers train 12017 
8279, respected minister of railways of india sleeper upper berth allotted to senior citizens they are suffering from knee pain i request that they can be allocated a lower sleeper berth 
8280,please dont t make this rrb ntpc 2019 a five years plan and an election propaganda declare all level result soon with transparency everyone is confused with this recruitment process 
8281, release result of rrb ntpc level 5 its already been so much delayed 4 years have gone no more delay now please do fast the process 
8282, today 05545 lsi to shc is again about 2 hours late is samastipur division helpless with its habit after all till when did the train run on time 
8283,why i am getting this error while booking ticket at irctc unable to perform transaction due to essential validation integrity checks failure please contact customer care please look into the matter 
8284,please start the elevator of gandhidham station it is not in use for quite a long time 
8285,trains are at halt from manmad towadrs nasik road any problem 
8286, it s so ridiculous to wait for more than 3hrs for this train number 15024 and yet these guys keep delaying this so much also after every 15mins they are updating the new arrival time on jhansi station its so much annoying if any1 is here to listen kindly take care
8287, then why not for 16511 double standard buggers 
8288, is cleanliness duty of railways or the government indian railways spend rs 1200 crore every year on cleaning paan and gutka stains on railway premises rs 1200 crore in washing the dirt people must be equally responsible 
8289, special train 07565 transit no water no timing currently 90 mins late no blanket bedsheets no food no cleaning but ticket price is premium what is this dear and what is the use of having so many zones and divisions 
8290,please make a rule to carry within the luggage limit a man is carrying 5 bags and there is no value for the belongings of others date 4th nov train no 15635 coach b1 very pathetic condition 
8291, train no 12150 on 04 11 2022 right now 1 hour ahead of katney jn toilet in coach no s2 chocked up no space to move up people like cattle staked up please do something 
8292,i was booking tatkal ticket this morning but payment was getting failed again and again from my debit card there are only limited seats in tatkal railways should pay attention to this too 
8293, may i humbly request hon ble minister sir ktr garu to help with this serious matter of stone pelting on mmts trains so the sc railway rpf and concerned auth will take necessary action at earliest to stop this 
8294, i am sharing the full video about her behaviour 
8295, ac not working in train no 15050 pnr 2729753241
8296,we need coach number indicator board in degana junction dna railway station platform number 2 3 4 
8297, we are travelling in azimabad express train no 12948 coach condition is very bad please help to clean it 
8298,still waiting for fresh pillow cover 
8299,train no 12722 dakshin express why is the bedroll on this train not started yet 
8300, much we have to wait please declare all stage of rrb ntpc result 
8301, i am in travel at 22612 njp to chennai s f exp no water in coach b4 from the source station and not getting responce from the staff after giving several reminder kindly do the needful pnr 6308849445
8302, railway ntpc recruitment 2019 
8303, in 12833 not getting rail neer water bottle i asked multiple guys they are selling non branded bottols can you please look in to this 
8304, traveling from s3 of 18420 train smoke coming out from lower part of compartment i think it s coming while breaking done please take necessary steps asap my number is 9934114286 p1 s3
8305, test is to be done inside train toilets washrooms
8306, train 05521 started 9 hrs late now running 15hrs late intermediate station controllers are stopping this train unnecessarily giving pass to other local and cargo trains pnr 6210551629 mobile 8360586522
8307,hon ble ji are you aware more than 100 cr of refundable indent money has been illegally held by since jul 2021 owing to a decision of rbi in its infinite wisdom to close current a cs of entities having cash credit a cs which has now been reversed
8308, train 05521 started 9 hrs late now running 15hrs late intermediate station controllers are stopping this train unnecessarily giving pass to other local and cargo trains pnr 6210551629 mobile 8360586522
8309, my sister is travelling in 12948 azimabad express in b4 coach and there is leakage in tap because of this water is coming inside coach do the needful asap 
8310, we want result of all level ntpc mumbai zone and all other zone to so gaye hai 
8311,im travelling in train 22976 people without ticket enter the sleeper coach and blocks passage at night tc took bribe and allowed them to sit here railway system seen to be crashed 
8312,public grievances officer at 139 is not fulfilling his duty he doesn t respond despite continuous call kindly help 
8313,released all rrb amp typing result and complete schedule of process till joining 
8314, horrible experience 10hrs delay to mumbai they literally took better late than never seriously 
8315, please sir look into it common man can t even book tatkal ticket by themselves 
8316, sir in jaipur division electrical department supervisors are not forwarding our mutual transfer application fron hrms please help 
8317, train number 06549 blanket and linen not provided in 3rd ac i am not bring blanket from house how can i travel 48hours my pnr is 4651724966 coach b5 please provide blanket and linen soon as possible
8318, hi sir indian rail will be never provide good services passengers i m traveling in train 17008 spj to sc last time also i complain but same always late 5 hours no clean each coach and washroom railway department only know only take money not provide good services
8319, train no 12111 12112 amravati mumbai express cancelled on date 7 amp 8 of november it s a time of people to return to mumbai and work after deewali vacation ticket has been booked prior 3 4 months railway used money and now people will suffer dont t cancel any long journey train
8320, can someone help me to get water in the compartment and also turn on ac train 07189
8321, wht blunder is going on for booking the railway tatkal ticket it s just 11 02 and after making payment all seats gets full please look into problem trying to book tatkal ticket from many days 
8322, dear sir i have filed tdr for pnr 6109298490 amp still not received the payment for last 50 days kindly look into this matter 
8323, why not even a single tte came to this train 12817 i m still searching tte so that my rac seat become a single full seat so that i can sleep properly ranjit kumar s 6 pnr 6310234213
8324, the national flag hoisted at sangrur punjab station is torn kindly replace it asap
8325, there s no system to punish poor quality
8326, sir clear remaining waiting of rrb je and technicians we are diprssed because we wait for 4 year while already railway standing committee ordered clear all railway waiting 
8327,respected sir my mother and sister are travelling in 19484 bju adi express from muzaffarpur to bhopal since last night there is no water in tanks they are not able to use toilets is this the service we expect in 3ac coach 
8328, they r faster trains n waste to push into slower sections there wasn t backslash for ac exp right
8329,shame on u rrb har bat ke liye students ko campaign krna pad raha hai chahe wo result ho ya fir exam conduct direct bol bhi to sakte ho nhi denge job 
8330, sorry for inconvenience matter notified to for necessary action 
8331, we have 15 reserved seats but no one is letting us seat there is no tc no railway police utter nusance boggie no s3 train no 15030 pune gorakhpur platform no 3 pune station help 
8332, i request to indian railways if they can t manage uts app then close uts app i added 100 rupees at 3 05 pm minutes the money was immediately deducted from my bank and this money was added to my uts r wallet at 4 30 pm 
8333, i m travelling from mau to gorakhpur train 12165 s5 n i m not able to take my breath due to the smell coming from the toilet i have never been in such situation ever in my life before can someone please do something to make our journey smoother 
8334, sir due to bunching of m exp trains your train admitted 15 min late at et so further loss of path arrived n a 39 min late at bpl the problem faced by you is deeply regretted 
8335,not provide berth please help me mob no 9026974196 
8336, i have to catch flight from nagpur and i have reservation made in train 12834 from gondia to nagpurpnr 6210844024 but it is running late by 2 hrs if i miss my flight then who will compensate please help 
8337,not provide berth please help me 
8338, i would like to draw your attention that there should not be any superfast trains and extra charges for those travelling in a superfast train but the mail is taking less time for lucknow to amethi please stop this
8339, no more wait declare the result 
8340, i booked the ticket on irctc we are traveling gooty to hyderabad with my family my aunt and mother are both senior citizens and small child baby 6 months irctc allotted us upper sleeper different s coach has been assigned they suffer from joint pain 
8341, japan public behavior gt gt gt indian public behavior
8342, when people can not reach office on time by boarding local dmu trains in morning then what is the use no action taken in last one year to improve service on jhanjharpur darbhanga route aise hi badhega india
8343, women could not use it freely flushing issues space is too small for adult and some toilets there is no water named only express absolute waste of money 
8344, extremely sorry charging users just for food and ac without clean toilets is absolute nonsense not sure about the echo tech in toilets but certainly not hygienic and clean check the toilet systema first
8345, why are you taking 60rs per passenger even i m not getting confirm ticket in tatkal this is the biggest scam in railway where railway getting crores of rs in free 
8346, worst railway service is still continuing i m in train 19269 i dont t know why this train is late by 3 hrs
8347, train number 11014 pnr 4545688762 doj 5th nov 2022 dr sampathkumar mobile 9970 234 956 erode railway station platform announcement is overpowered by tv advertisement volume coach position announcement volume insufficient help needed asap
8348, ac is not working in b7 coach of train 12591 coach attendent is not listening amp ignoring everyone pessangers are being suffocated amp it s totally unbearable if u can t give ac service then dont t sell tickets 
8349,why not use coach position signal in goalpara town railway station train 05640 koaa scl spl is acrossed the glpt just few minutes ago passengers are harassed due to no coach position signal 
8350, 1 declare result of rrb ntpc remaining level 5 4 3 2 2 declare result of typing test script 
8351, sir this is my number 8887763608 but sir it s pathetic even your colleagues not listening to you then you can feel how they are treating with the public kanpur central no employee there to talk only agents
8352, what type of worst services you are providing the train 05215 is running late by 6hr 30 mins and there are senior citizens who are traveling the railway should do something in such case provide food to them atleast pnr 6111176580
8353, i have observed this even when trains pass from pristine forests wild life centureies rivers they dump all the garbage in to them stop this 
8354, train number 11014 pnr 4545688762 doj 5th nov 2022 dr sampathkumar mobile 9970 234 956 platform announcement is overpowered by tv advertisement volume coach position announcement volume insufficient kindly do the needful asap
8355,the process is going very slow rrb have to faster it 
8356,the process is going very slow rrb have to faster it 
8357,the process is going very slow rrb have to faster it 
8358,the process is going very slow rrb have to faster it 
8359, on 04 11 2022 acting on an information asansolwest of asansol division arrested 1 person from platform no 5 of asansol railway station with recovery of different brands of liquor total worth rs 8 920 
8360,the process is going very slow rrb have to faster it 
8361,ac train 10 07am from dombivli to dadar is again late by 20 min what kind of service is thiswho is managing this time managment from central railwaycompletely unprofessional people pathetic 
8362, are passengers travelling in 01028 spl train started on 3rd nov not human train is very late by 7hrs still not reached destination extra train is good but who will manage the timings
8363,the process is going very slow rrb have to faster it 
8364, feeling bad experience even in journey with special train train late by 7 hours as of current timing
8365, azadi ka vish mahotsav for railway passengers 1853 would hv seen the better food under british 
8366,the process is going very slow rrb have to faster it 
8367,the process is going very slow rrb have to faster it 
8368, good governance is on papers merely involving private is not ensuring better food for passengers i m traveling on empty stomach 22706 such a good quality is served through pantry despite of spending money it is paradox that despite of 75 yrs no policies were effective enough 
8369, train number 06549 blanket and linen not provided in 3rd ac i am not bring blanket from house how can i travel 48hours my pnr is 4651724966 coach b5 please provide blanket and linen soon as possible
8370,the process is going very slow rrb have to faster it 
8371,the process is going very slow rrb have to faster it 
8372,the process is going very slow rrb have to faster it 
8373,the process is going very slow rrb have to faster it 
8374, a lot of people have come in sleeper coach s4 in train number 12839 without ticket we all are getting very busy with travellers we are getting excited about being indian what is railway tt yet nothing this train has left from howrah on 4th november indian railway is very bad
8375, would expect response from the ministry
8376,the process is going very slow rrb have to faster it 
8377,the process is going very slow rrb have to faster it 
8378,the process is going very slow rrb have to faster it 
8379,the process is going very slow rrb have to faster it 
8380, sir 05589 spj dbg demu departure from samastipur is 08 45 am but it is never run on time by spj dn not any announcement or notification is shown on ntes server so passengers have to suffer a lot kindly show its running intimation 
8381, sir clear remaining waiting of rrb je and technicians sir we wait for 4 year and railways standing committee ordered clear all remaining waiting sir we are in dprssion 
8382, please dont t make this rrb ntpc 2019 a five years plan and an election propaganda declare all level result soon with transparency everyone is confused with this recruitment process 
8383, 17230 sabari express started from secunderabad railway station on 04th november currently at shornur pantry food is worst tea is some power mixed in hot water breakfast quality very bad my parents travelling in this train suffering coz food 
8384, sorry for the inconvenience caused to you informed concerned staff to attend 
8385, hi i am traveling by train no 20801 doj 4 nov the train is currently 4 hrs late we request elaborate explanations and the compensation for the inconveniences as we can anticipate delay in mins but not in hrs 
8386, important to drm jodhpur respected madam with due respect we would like to draw your kind attention towards the train no 11089 bgkt pune and will be departed at 12 30 and ju station is vacant you are requested to extend the train upto ju 
8387, i tried a tatkal booking ticket for my sister but i wasn t able to book on any train as it displayed not available kindly provide me assistance as her journey is important 
8388,why cancelled second seating booking check general public 300 persons in one general coach 
8389,train is getting on it s source station only and that too by half an hour wow 
8390,release result of rrb ntpc level 5 its already been so much delayed 4 years have gone no more delay now please do fast the process 
8391, 04011 is running 12hrs late and there is no cleanness in train toilet passenger are getting suffer in train but there is no one to look over it now a days indian railways is always focused on money making instead of passenger
8392, passenger train se special ka tag kb hatega passenger train me abhi v express train ka fare liya jata h
8393, why there is no first class compartment in local trains of sealdah division but the facility we get in mumbai 
8394, sir its really bad that if we book tatkal tickets or any ticket for that matter we can not edit minor changes as well i have booked a tatkal ticket for my brother and in a rush i picked a gender as female
8395,please fill water in s3 coach and clean washroom 15909 awadh assam express 
8396, when i get the reply from you people you people are conducting vigilance awareness phele yea scame karna bandh kre 
8397, please share your contact number so that we can connect with you and provide better assistance 
8398,i m waiting at office vadodara railway station no one helping us pathetic we have seen the culprit can easily trace his face in other camera why no help 
8399, why senior citizen concession is turned off y it is so
8400, worst services and irctc site one cannot rely on them ever getting irctc site down during tatkal time is pathetic experience one can have 
8401, 47155 detained at sanatnagar stn for long just to facilitate your staff to get down at sanatnagar these ppl 
8402, all local trains running late on jhanjharpur darbhanga route after every twit says will look into it however no progress at all aise hi badhega india train 05544 
8403, need urgent medical attention for a passenger in lko ndls ac expresss in coach b1 seat 64 patient is having chronic stomach pain
8404,indian railways need to be accountable for 3 hrs delayed train no 12429 very upset 
8405, gorakhdham express 12556 delhi to gkp standing at outer station from last one hour always same problem please check 
8406, hello ir i am trying to book retiring room at ahmedabad railway station but it is showing as no room available i tried each slot but no luck retiring room services are closed or what
8407,release result of rrb ntpc level 5 its already been so much delayed 4 years have gone no more delay now 
8408, my contact number is 8334052588 
8409, what the point of spending our money in indian railways when you people can t even a single senior citizen ladies ticket that to booking before 20days or more 
8410, i have this only provided by thrissur railways station kerala 
8411, train num 02563 humsafar exp gets late by 4 hrs daily do people pay higher fare than normal sf exp for this kind of service
8412,i have been trying to book a tatkal ticket past 3 days from durg to pune even when i am logged in this website doesn t respond fast and shows site is unable to process logs out every 30 sec what is the benefit of such a website please explain 
8413,it s a being 24 hrs after your tweet of listening i asked about contact details but unfortunately you dont t have i still didn t get any information this is the way all you are serving to the public also no information provided 
8414, we want ntpc all levels result how much to wait 
8415,release result of rrb ntpc level 5 its already been so much delayed 4 years have gone no more delay now 
8416, when asked about the complaint book the ticket collector of the coach argued and started shouting and claiming that this is not his responsibility when his reporting station came he ran away at itarsi jn can we trust indian railways going forward 
8417, instead of this install tablets pc will take less space n low maintainance n cheaper 
8418, 4nov 22 i lost my laptop bag w valuable amt to 2l approx in vadodara rly station have lodged 2022110401863 physically they chkd not found chkd cctv 1 cam whr a person picking the bag want to view previous time of diff cam no help 
8419, strictly follow rule to evacuate government accommodation otherwise shunted out by force immediately with 50 percent panel rent of basic pay prashant agarwal assistant commissioner of customs grade retired bareilly uttar pradesh
8420, when indian rail will run on time due to late running train i am not able to catch my another train and lost approx 1900 rs who is responsible for that irctc or indian railway kindly clear 
8421, citizens should come forward and come together for this issue we cannot be taken for granted it has been 4 years ppl traveling from andheri west to east or vis versa have been suffered a lot and by closer of this bridge we continue to suffer more 
8422,pathetic display of hospitality by indian railways i am travelling in pushpak express ljn csmt 12533 since the begining pf the journey water is not available in b5 coach washrooms were not cleaned at any point in the journey 
8423, sir the b3 coach charging points are over charging and my phone can get damaged by using this please resolve pnr regards s shivram krishnan
8424, ganga damodar express should run as it is you dont t provide any new train services from dhanbad amp snatch away whatever is existing this is not fair 
8425, sir i am traveling bfro kpd to kyn on train no16340 i could see unclean toilets and coch i couldn t not seen none of railway station clean done fully smelly coch coch no s s 5 to s8 find the clicks please look at this issues 
8426,it s is due to my network problem or server capacity or weak server blame now 
8427,it s around 24 hrs aftr first tweet to know abt bike parcel status but after taking action i didn t get any information regarding my bike parcel that was booked on 31oct2022 and no number of railway parcel also no cal msg from cnb parcel 
8428, never improve as usual trains are running late more than 2 30 hours 
8429, ntpc typing result declare all zone 
8430,3rd time in this train 17008 facing the same issue no proper cleaning in toilets no one is here to clean inside the coaches this is the situation of 2nd ac train always runs late around 2 hours 
8431, we haven t received any redressal from your side against our complaint no 2022101401163 railway authorities in no way are supporting us 
8432, how else do you wish common people to book tatkal ticket 
8433, toilets were cloaking frequently water leaking inside toilet seat lighting button damaged bed role storage rack cover door locking facility s damaged and obstructing opening of compartment door door opening making more sound
8434,great work of railway standard tea is still sold by pantry car at rate of 10 against railway rate of 5 in t no 13238 even after repeated complains it seems that all concerned railway officials are sleeping pnr 8458951551 
8435, you closed my complaint by your goodself its okay you paid your duty but waht about my grievance amp refund do you answer me in particular just in two words that the refund will be given or not that s enough amp thank you 
8436, plzzz sir maintenance daily checking of first class coaches many seconds class person are travelling inside train please check all the coaches first railway should take ka action
8437, i have booked tickets a month ago and haven t got confirmed my seats and some of tatkal tickets got confirmed seats ye kya hi system hai kuch samajh nahi ata 
8438, if we have to wait for four years than scrap digital india moto 
8439, make a case on consumer court
8440, kaani lohna station k video share kru please
8441, what s going on with train 12559 sg sf exp it s already running 2hrs late and the train is standing still somewhere on the outskirts they ve kept the acs off too sf exp really
8442,dear indian railways i am visiting at reservation counter for tickets too much people are waiting in que but another counter is not book reservation ticket please look at this 
8443, this is very poor service please provide good service 
8444,i am traveling from jabalpur to madgaon in train no 02198 pnr 8838262767 we are in s11 the toilets condition are very bad chocked and no runing water please do the needful asap 
8445, why we have to wait for four years 
8446, 2 3 cleaning frequency is once in a day garbage collected during cleaning thrown outside train by cleaning staff since adeqaute storage facility not available inside train as mentioned by them when asked 
8447, feeling ashamed of such pathetic services provided by railways stucked at asangaon for 6 hrs as there was some technical fault in our coach as we are travelling by 2 tire there no power and ac is not working in coach
8448, utterly disgusting service by indian railways i booked an urgent transit of my vehicle on 03 10 2022 amp the same not delivered yet they loaded next day nw today i rchd station they said it can t be unloaded need action amp compensation 
8449, bxr to per pnr no 6206896317 train no 22353 started on 3 nov and will reach on 5 nov hospitality services provided by m s usha international services pvt cleaning inside train is not good 
8450, please provide some pair of emu special train between hwh and ndae to clear extra rush of passengers during the upcoming ras yatra festival of nabadwip dham from 7th november to 9th november 
8451,how much we have to wait please declare all stage of rrb ntpc result 
8452,why there is no train from patna junction to banka ghat fatuha khusropur jhajha from 11am to 3pm it s too difficult to go home from college after holiday since there is no train can you please allot a train between this time period 
8453, why 12295 sanghamitra train is rescheduled today we passengers with infants faceing trouble in platforms 
8454, where is 12965 12966 
8455, no one taking our problem seriously we lost our 3 parcel due to illness of railways our near by post master is not taking our complaint if you are not ready for responsibility why you start the services we just need help 
8456, bali train coming from punjab should be connected with rajgir 
8457,the process is going very slow rrb have to faster it 
8458, good morning i m from bihar chapra cpr today my train is on 22 35 04039 this train arrived to ndls more than 14 hrs late last day sir my college exam is on 7th of nov monday and i am about 60km away from ndls junction so please do not more late please 
8459,the process is going very slow rrb have to faster it 
8460,and the problem of nerves my body weight is 98 kgs please note my upper berth b 10 there i requested with a folded hand please grant me a lower berth i will be very helpful i am going to pass urine every hour copy to honorable minister s please consider 
8461,kindly update stopage stations of bkn bsp sf exp 20846 from bhopal to bilaspur 
8462, clean my coach sms based coach cleaning system is worst i msg several times but no response no one came the whole coach is smelling attend my coach s2 and ask to your supervisor to meet mi my pnr is 8458755840 
8463, sir still purnagiri janshatabdi 12035 36 express time not change railway charge superfast but this train passenger it s average speed 39km hr why railway not change this train time table matter consider both division 
8464, a question popped up in my small head do we have hovercrafts in country amp are they being used by central and state amp uts disaster management departments authorities already navy has them tangentially expanding iaf indian air force is working on mercury ion propulsion 
8465, my pnr number is pnr 8258494007 trn 12809 dt 04 11 22 csmt to hwh cls 1a h lower the train is 5 hours delayed due to technical issue ok understood no pantry person to serve us breakfast nor any pantry person attending us what do we do suggest
8466,yesterday i was traveling by train from anand vihar to ghazipur and the bed sheet given were wet and dirty request to please atleast provide basic properly to commuters 
8467, pathetic service in 19484 their is no basic facilities available water not available in besin and in toilet irctc please provide tissue paper or stone so we can manage pathetic basic thing s not available 
8468, rrb declare all level result the process is going very slow rrb have to faster it 
8469,the process is going very slow rrb have to faster it 
8470, my pnr no is 2247589069 train no is 19601 i boarded at jaipur jn the used bedrol is provided me it s totally against vivid protocol please help me my n mob no is 9304157858 thanks
8471, the missing person found at banka as reported by family 
8472, worst experience ever 
8473, clean my coach sms based coach cleaning system is worst i msg several times but no response no one came the whole coach is smelling attend my coach s2 and ask to your supervisor to meet mi my pnr is 8458755840 
8474,the process is going very slow rrb have to faster it 
8475, my parents senior citizens are traveling in train 12719 jp hyd ex starting from mandsaur to hyd the reserved coaches are full of passengers traveling without tickets parents are not even able to go to toilets coaches are so full pnr 2611482555 1 2
8476, respected sir madam we are traveling now in apsk express 12707 tirupati to hazzarat nizamuddin coach s9 toilet not cleaned water also not coming 139 no not working no supervisor no working please solve the problem pnr 4757159558
8477,what is wrong with we are waiting since last 4 four year and still not any date given by rrb why make fun of student please understand the situation of student we are getting older and older and not in a position to shift on another exam 
8478, please provide lhb coaches on gorakdham express 12555 as the current coaches are run down unsafe and noisy 
8479, traveling from varanasi to newdelhi on 13 nov with 2 infants 2 amp 3 years 100 seats were available but irctc didn t provide the preferred selected lower side lower birth please help pnr 2250669743 
8480, need double track between veer and madgaon on goa mumbai railway line 
8481, travelling by 11301 from kyn to bengaluru on 05 11 2022 in a1 this is very unfortunate that the irctc not having tea coffee for diabetics travellers when we asked your catering staffs for without sugar tea or coffee they simple refused 
8482, this has been observed that train no 13226 halted illegally on daily basis at narayanpur anant stn nrpa to drop amp pick few rlwy staff creating inconvenience to the regular passenger request the dept to take necessary action 
8483,ndian railway ki jai ho sir i am traveling from samastipur to amritsar from yesterday there is no watter in washroom even not in basin and coach condition was not good please do something amp my pnr no 6609923908 
8484, no use of special train for mumbai to bhuj indian railway is making fool to their customers i had recently travelled in this route up and down route was traveling with senior citizen but both time was not alloted lower berth
8485, is bedding available in 3rd ac
8486, completely agree to this people need to take care of cleanliness around themselves throwing garbage below the seat is a big problem but in this case even dustbin near the toilet gets disposed in the same way 
8487,train no 04653 njp to asr is going delay please have a look on this why this train is going late 
8488,cooling was too much no one there to control it lots of elderly people too facing this problem no one responding here attender saying do whatever u want to do 
8489,train no 82356 suvidha express from mumbai to patna is standing at prayagraj chheoki for one hour now already 2 hrs late without any reason 
8490, train 12102 was to arrive at ltt at 4 00am today it is 9 30 and there is no update yesterday same train was over 7 hrs late are the days of late running back
8491, why are we not informed prior that the train is going to be late if there was some work going on we could have planned accordingly or would have taken a different train what are the excuses now very disappointed 
8492, train no 11447 is detained at gajra bahra station by more than 2 hrs now for no reason the train is delayed by 5 hrs now please help people are suffering 
8493, my father is a heart patient and now because of this delay he is about to miss his appointment from the doctor which will result in another couple of weeks of delay in his examination as we won t get the appointment anytime soon 
8494,i am travelling from jaipur to amb andura in train 19411 in 2ac including incorrect allotment highly unhygienic toilets mice running around in the coach etc the overall experience has been really bad can someone from or please help
8495, can you please add the stop at vaibhavwadi station for any one of this fast trains janshatabdi express or tejas express 
8496, not any nessary action 
8497, all i got after this is an apology message stating that this delay happened for work related to passenger safety i dont t believe it and even if it s the case then why are the passenger not priorly informed 
8498, look at this mobile bazar on howrah tarkeswar emu local in eastern railway s howrah division wonder how much nonchalant is railway admin 
8499, sir main akash main 12065 main safar karr raha hu i need help immediately contact number 8077218123 my pnr is 2448407012
8500, after end of journey you will repair charging port 
8501, train no 12948 you can t go for washroom because of too much bad smell and dirty inside the toilet room please make it clean so that any one can go for washroom 
8502, inconvenience caused is deeply regretted your complaint will be attended at on arrival vglb stn 
8503, dear when will you declare the result of level 5 typing result 
8504, need action 
8505,indian railway ki jai ho sir i am traveling from samastipur to amritsar from yesterday there is no watter in washroom even not in basin and coach condition was not good please do something amp my pnr no 6609923908 
8506, people in ac coaches eating and shitting near berth itself can t walkup to dustbin also first people must come out of their comfort zone 
8507, i am traveling with family with kid from aubr to hwh in train 12308 pnr 2248180695 train is late by more than 5 hours i have connecting flight from kolkata to blr pnr vubqjx reporting time 10 50 am which is likly to miss rspnsbl
8508,on 04 11 2022 rpf ahmedabad staff rescued one minor girl age 16 at mahesana rly station after due legal formalities said girl was handedover to her parents 
8509, dont t make full to public after taking fare three times above price and your train is running always delay after privatization also means useless railway and railways authority because we are giving fare not free 
8510, sir ji train ko time pr chla lia kro train no 01043 samastipur special fare sf puja special 18hour late hai kuch to logo ki time ki respect kr lia kro 
8511, good morning not maintenance of panvel vasai train today 9 20 complete station su incharj but not following
8512, respected sir train no 01044 spj ltt not yet stared from source spj
8513,why train number 12722 dakshin sf express not giving in ac coach pillows blankets sheets if all train has started giving services i travelled on 05 11 2022 
8514, train no 12948 you can t go for washroom because of too much bad smell and dirty inside the toilet room please make it clean so that any one can go for washroom it s urgent 
8515, train no 12948 you can t go for washroom because of too much bad smell and dirty inside the toilet room please make it clean so that any one can go for washroom it s urgent
8516, train no 12948 you can t go for washroom because of too much bad smell and dirty inside the toilet room please make it clean so that any one can go for washroom it s urgent 
8517, train no 12948 you can t go for washroom because of too much bad smell and dirty inside the toilet room please make it clean so that any one can go for washroom it s urgent
8518, train no 14017 rxl to anvt running late by 9hrs can you give me the reason why
8519, pnr 6205888703 train no 19314 mobile no 7974909263 train not cleaned when said to staff named firoz khan misbehaved me even he is not in dress since yesterday he is not cleaning 
8520, pnr 2348338283 train 12318 why is the train halted at non stopping stn luc train is delayed by 1h 40m please maintain punctuality amp ensure safe arrival to koaa in time 
8521,that s wrong do something 
8522, are you people selling tickets in black how come before opening of tatkal booking tatkal seats are in waiting have noticed this yesterday also 
8523, have been traveling on 12617 express now at chiplun station vide pnr no 4335874049 the transgenders have raided the b3 coach along with unofficial vendors really sad state the tte attendant and rpf grp have none to restrain this bully sad state
8524,the process is going very slow rrb have to faster it 
8525,pnr 8658993071 train 14804 ye ac 2 hai jo sleeper coach lg rha hai no cleaning no worst facilities kya railway minister es train me travel karege 
8526, i am travelling in train number 12429 my pnr number is 2450258747 this train time to reach delhi is 7 30 am but still this is not reach at gaziabad there is no pantry inside this train kindly take some action regarding this 
8527, tickets booked for bhatinda from delhi amp confirmed ticket vide pnr no 2250736355 was generated on 5nov 2022 but cancelled automatically amp rs 440 as cancellation charges is deducted kindly look into it and help me my ismobile number 9810932370 
8528, raised didn t get resolution reference no is 2022110501490 
8529, why is it that the booking agents are able to procure confirmed seat reservations and the portal for the general public is either non functional or doesn t assist the common man 
8530, she is traveling in 3rd ac which is premium class for middle class family nd still there is no safety provide by railway this is very shameful nd i forward complete to every one until i got resolution
8531,in coach s7 of train number 12708 water is coming from somewhere due to which the luggage of the passengers is getting wet 
8532,30 to 40mins this is the average train delay during office hours bwn hwh chord local please look after the matter condition is worsening day by day please maintain punctuality 
8533, iam travelling with pnr no 4138214780 in train no 12751 there is no bed roll issued to passengers from nanded itself however all other trains where having the facility of bed roll also there where no prior notification given to us regarding non availability 
8534, right now i am traveling in train number 12520 and there is a lot of loot going on in it the water bottle whose cost is 15 is being openly sold for 20 no one will taking any action on it will our country become great like this 
8535, a station with bikes on it this happens only kn india till date we say we have come a long way 
8536, jai hind sir m travelling from 04151 from kanpur to lokmanya tilak terminal train is running late from 4 30hrs it s a superfast train 
8537, firstly you have to make railway theft free many passenger traveling with there expensive jewellery articles and elections today my sister experience this nd she is still in tran no action taken till now its about loss of 70k and nd losses belif in railway
8538, trains late in tune of 6 8hrs daily since last 4months in howrah nagpur mumbai line please do something its very painful for us passangers multiple communication done but no improvement 
